date,number,class,length,specific weight,group
9/20/2022,20,12,671,0.151632871,Cladoceran
9/20/2022,31,12,750,0.204106955,Cladoceran
9/20/2022,40,12,800,0.24249037,Cladoceran
9/20/2022,51,12,470,0.058606463,Cladoceran
9/20/2022,76,12,891,0.32330893,Cladoceran
9/20/2022,100,12,776,0.223550181,Cladoceran
10/13/2022,71,12,596,0.11049732,Cladoceran
3/25/2023,32,12,838,0.274476875,Cladoceran
5/16/2023,31,12,656,0.142750449,Cladoceran
9/20/2022,11,13,1156,9.981894309,Copepod
9/20/2022,35,13,394,0.754696888,Copepod
9/20/2022,50,13,566,1.799632144,Copepod
9/20/2022,64,13,627,2.300498496,Copepod
9/20/2022,83,13,634,2.362594849,Copepod
10/13/2022,7,13,1197,10.85237994,Copepod
10/13/2022,36,13,1476,17.9397049,Copepod
10/13/2022,47,13,1207,11.07115329,Copepod
10/13/2022,63,13,1564,20.61346895,Copepod
10/13/2022,89,13,531,1.544112289,Copepod
10/13/2022,90,13,1192,10.74394706,Copepod
10/13/2022,91,13,789,3.992683213,Copepod
3/25/2023,33,13,652,2.526719926,Copepod
3/25/2023,45,13,1486,18.23266897,Copepod
3/25/2023,49,13,1553,20.26737231,Copepod
3/25/2023,58,13,1324,13.82249366,Copepod
3/25/2023,61,13,1304,13.32686704,Copepod
3/25/2023,99,13,1502,18.70717856,Copepod
6/21/2023,15,13,1173,10.33767928,Copepod
6/21/2023,52,13,1321,13.74747639,Copepod
6/21/2023,67,13,962,6.424127044,Copepod
6/21/2023,80,13,1000,7.049805304,Copepod
8/24/2023,16,13,621,2.248039159,Copepod
3/25/2023,40,14,254,0.263252927,Copepod
3/25/2023,63,14,278,0.326919321,Copepod
3/25/2023,70,14,274,0.315748084,Copepod
3/25/2023,80,14,187,0.126277256,Copepod
3/25/2023,83,14,228,0.203171516,Copepod
3/25/2023,87,14,273,0.312990614,Copepod
3/25/2023,94,14,210,0.166794302,Copepod
5/16/2023,7,14,195,0.139627241,Copepod
5/16/2023,17,14,188,0.127903316,Copepod
8/24/2023,37,15,167,9.31493E-05,Rotifer
8/24/2023,38,15,160,0.00008192,Rotifer
8/24/2023,40,15,187,0.000130784,Rotifer
8/24/2023,72,15,217,0.000204366,Rotifer
8/24/2023,79,15,147,6.35305E-05,Rotifer
8/24/2023,80,15,230,0.00024334,Rotifer
